time,id, p1x, p1y, p1z, p2x, p2y, p2z, px, py, pz, growth_rate, directions
0.00,1,18.480700203225346,67.07183266802323,0.04004599231017991,12.680515643641808,68.79910906755973,0.04004599231017991,15.580607923433577,67.93547086779148,0.04004599231017991,1.6353041778194701,0.28943428613914773
0.00,3,12.775959396868531,20.530729204810275,0.0676684496910347,7.05149689323023,17.896947154466787,0.0676684496910347,9.913728145049381,19.21383817963853,0.0676684496910347,1.6353041778194701,0.4312150524975286

0.50,1,17.33698431500829,67.56859224945352,0.5064104860670605,20.10173009732349,66.54025902062556,0.4943489315294777,18.597277004593764,67.07393901188583,0.5002958531953726,1.6353041778194701,2.7854805959214617
0.50,3,11.571559484643204,20.108423948498842,0.5066825276279288,14.346699246192122,21.214584502420205,0.49444090128381235,12.845125638640326,20.591509177376523,0.5003968524535262,1.6353041778194701,2.7622758514263435
0.50,4,10.723225877482903,19.546613144604503,0.5028084122891074,5.374505063273145,17.12026485545518,0.49571040323820303,8.16286919715536,18.403434048112846,0.49961313154165576,1.6353041778194701,0.42587139339129754
0.50,5,16.346938884007923,67.68810128340029,0.5038988259401456,11.071064177598531,69.27026603992202,0.4958266890249511,13.831081732375358,68.45967028481485,0.500157986704507,1.6353041778194701,0.2913564448312592

1.00,1,16.718864662863545,68.36636652341538,0.5038901369536767,21.42707814186857,65.9261388104658,0.4964462563492569,19.06978720875739,67.14009966836504,0.5001864430957972,1.6353041778194701,2.6634171381463103
1.00,3,10.587800368307763,20.24393651317961,0.5040402680974435,15.757390357461519,21.65526171684737,0.4964018984803543,13.176392717673316,20.951468832790674,0.5002631206083239,1.6353041778194701,2.8750781696299517
1.00,4,9.490419414518302,18.917594916814377,0.5060860430457034,12.012405999586244,19.603319955409095,0.49506711858269387,10.65896154608571,19.2090973612777,0.5007475649837748,1.6353041778194701,2.876079230741404
1.00,5,13.613801939542688,68.42207801629147,0.5052163711927073,17.519205672033248,66.83289926764601,0.4983946426965415,15.459568492040756,67.66898728042656,0.5023492927425881,1.6353041778194701,2.7551336019299697
1.00,7,8.656459911568572,18.405119752465538,0.5045068094723761,3.541072711185666,16.352017353306017,0.49622541638129347,6.187420117555006,17.428058909942642,0.5006649967559228,1.6353041778194701,0.3816794689131391
1.00,8,12.658593167137568,68.71824462276504,0.5057517516000752,9.456865543220475,69.80605812360422,0.49610096369519435,11.167848862534896,69.22680573330237,0.5012760648238441,1.6353041778194701,0.32753381342649523

1.50,1,19.726975464101034,66.86348979851894,0.5048820871611366,15.35547600981269,69.13990777162887,0.5019955854441255,17.646517799962083,67.9486568013645,0.5040366879310277,1.6353041778194701,0.4801025409372842
1.50,3,11.551242778815086,20.702715673341768,0.5056869134724056,9.09951204710982,20.23144140143683,0.501843193037801,10.442064375665339,20.492814911816367,0.5045201396210633,1.6353041778194701,0.18991090605979052
1.50,4,8.706431934351912,19.178458689828833,0.5039709724575924,13.46820531578603,19.783132759743943,0.4966557117279627,11.080722857512814,19.474459344007478,0.500314834505666,1.6353041778194701,3.015274475264701
1.50,5,13.071345546507427,69.22807475191324,0.502484491203197,19.291003199934487,65.92784361714119,0.4973458935736288,16.182301425189657,67.57694452577066,0.4999213168588511,1.6353041778194701,2.653755132819151
1.50,7,6.360530133429925,17.330624411689275,0.5052699298130848,10.086105213303954,18.356882509800748,0.4984732106051565,8.107728304139243,17.814721781223053,0.5024571999081199,1.6353041778194701,2.872790428780554
