time,id, p1x, p1y, p1z, p2x, p2y, p2z, px, py, pz, growth_rate, directions
0.00,0,56.27415138551657,20.470608876570545,0.20791437776015798,54.090512921858085,20.65387080177698,0.20791437776015798,55.18233215368733,20.562239839173763,0.20791437776015798,0.2731595988843809,0.08372881979124244
0.00,1,22.838740605209697,67.24635685366823,0.6411979222379378,26.509192473341614,66.16801540027238,0.6411979222379378,24.673966539275654,66.7071861269703,0.6411979222379378,1.6353041778194701,2.855842949837715
0.00,2,65.42698282302344,41.94939109989542,0.7006330784116177,62.96392508738481,38.03567174311867,0.7006330784116177,64.19545395520413,39.992531421507046,0.7006330784116177,1.6353041778194701,1.0090826383537417
0.00,3,65.26568609104193,60.41406804413428,0.7534574171069442,71.26087328170716,58.79416196854146,0.7534574171069442,68.26327968637455,59.60411500633787,0.7534574171069442,1.6353041778194701,2.877693407932617

0.50,0,56.4036288930127,20.459742472772692,0.4969992079558357,53.961035414361994,20.66473720557484,0.4969992079558357,55.182332153687355,20.562239839173767,0.4967841093418276,0.2731595988843809,0.08372881979123448
0.50,1,21.553147728764074,67.62405097435617,0.5029983943318972,27.79478534978725,65.79032127958449,0.5029983943318972,24.67396653927566,66.70718612697033,0.5032130401820235,1.6353041778194701,2.8558429498377427
0.50,2,64.16538869959135,39.886902547287356,0.5089584234898176,66.2485103937376,43.26091020512078,0.49944100086674836,65.14690884217097,41.47929321081622,0.5068193297630834,1.6353041778194701,2.123912028500815
0.50,3,66.75042958913942,60.13107032784327,0.5047853828071049,63.589431120844274,60.82891420389458,0.5011641334052971,65.25129878550848,60.44992784351475,0.5032341143244887,1.6353041778194701,0.21728453004360762
0.50,4,67.67903420796284,59.769621978109285,0.5034870701331636,72.96310635102606,58.32328584876547,0.5028072704083054,70.2397018489778,59.07651833579155,0.5035198758703939,1.6353041778194701,2.8744203477068484
0.50,5,63.61444786734026,39.02020119932739,0.5087659065868704,62.343180807778694,37.049899801275764,0.5048622408005231,63.03885504205298,38.129663665689414,0.5097399006923488,1.6353041778194701,0.9977934975744644

1.00,0,56.54894614016372,20.447546718337243,0.49810093922626425,53.81571816721096,20.67693296001028,0.49810093922626425,55.18233215368734,20.562239839173763,0.498035352766329,0.2731595988843809,0.08372881979122519
1.00,1,24.223690100696825,66.93847180938236,0.5046668403425254,19.669716795248853,68.14638628438543,0.4987674980235113,22.074006285620882,67.49836074173608,0.5019178715004476,1.6353041778194701,0.2592767394495939
1.00,2,64.25736627643205,39.52906261427759,0.5061802118507489,67.51156808336408,45.35846207357278,0.49671772806464654,65.79568021041246,42.382936973606306,0.501287542794371,1.6353041778194701,2.079942972461921
1.00,3,67.61624956362837,60.47995233955616,0.5034527407408897,61.945250946425084,61.05968591906797,0.49922097873134824,64.78049983954863,60.76737618211121,0.5014743552885086,1.6353041778194701,0.10187657714805601
1.00,4,70.2183177261253,59.10207369120271,0.5057437946854448,66.44837812128847,59.60084372070138,0.4974759063630268,68.46350545634914,59.31696787284558,0.5020644471965208,1.6353041778194701,0.1315558044832866
1.00,5,63.38243068694287,39.05688997362909,0.4986554421562962,61.22016272170894,35.273499091531825,0.5021899003509072,62.39008367381151,37.226019902899324,0.5012318118073156,1.6353041778194701,1.0515845866047495
1.00,6,25.157168369924104,66.59851038327702,0.5036228676379352,29.52013229906527,65.26213116759484,0.5008494026304934,27.211347496846642,65.97438908058376,0.5025498146467944,1.6353041778194701,2.8443648031637396
1.00,7,71.17729789530672,58.807291414915014,0.5050460312114357,74.88409129583015,57.8395166124435,0.5007317190964415,72.90078747840428,58.36033779398659,0.5034132549913571,1.6353041778194701,2.8862095091847277

1.50,0,56.70785276607125,20.43421047487179,0.49854851764271074,53.65681154130342,20.690269203475715,0.49854851764271074,55.18233215368733,20.562239839173753,0.49851549661714306,0.2731595988843809,0.08372881979122253
1.50,1,22.767222194309724,67.6865019680004,0.5087441652474057,25.32191204114228,67.2081387490289,0.49973001721061794,23.908411084881358,67.47484802044926,0.5065089947146131,1.6353041778194701,2.9564550367448916
